title,clickbait
You Can Now Show You're Really Interested On Tinder By Swiping Up,1
9 Times Olivia Was Ashamed Of Raven-Symone,1
We Live In A Craven Universe Where Scott Disick Doesn't Have A Wikipedia Page,1
7 Very Easy Ways To Eat Healthier This Week,1
17 Struggles Of Having Parents Who Hate The Way You Dress,1
Serious Question: Is This Brad Pitt Or Not,1
"We Really, Really Need To Talk About Harry Styles' Hair",1
23 Food Truths Only Mexicans Would Understand,1
The Shade Room Is Coming For The Gossip Industry's Wig,1
I Went To The Sylvester Stallone Memorabilia Preview And Asked To Smell Rocky's Gloves,1
The Rock Had To Put One Of His Puppies To Sleep After It Ate A Poisonous Mushroom,1
18 Things All Gin Drinkers Need In Their Life,1
This Story About Alan Rickman And Rupert Grint Bonding Is Lovely,1
Krampus Is The Terrifying Holiday Movie You Didn't Know You Needed,1
Asian Women Watched Asian Porn And They Were Horrified,1
21 Martinis For People Who Are Definitely Not James Bond,1
"We Asked Couples Try Each Other's Hobbies And It Was Pretty, Pretty Cute",1
"We Need To Talk About Lex Luthor In ""Batman V Superman""",1
Today's Good Nice Horoscope For All Humans,1
Relax And Watch This Hamster Eat A Little Carrot,1
What's The Weirdest Sex Toy You've Ever Seen,1
Cher Destroys Donald Trump In One Little Tweet,1
Your Choice Of Christmas Cupcake Will Reveal Your Darkest Secret,1
18 Differences Between Snow Days In Canada And America,1
"This Slow Cooker Pork Rice Bowl Is Quick, Easy, And Filling",1
25 Ridiculously Romantic Moments That Made Us Cry In 2015,1
Which Snake Are You,1
Everyone's Confused Why Sting Is Performing The NBA All-Star Halftime Show In Toronto,1
Stunning Vintage Photos Reveal The Brief Life Of Artist Eva Hesse,1
22 Times Animals Were You Just Trying To Live Your Life,1
What Will Your New Year's Eve Be Like,1
"What ""Harry Potter"" Pick Up Line Should You Use",1
Just A Collection Of People Scolding Each Other On YouTube,1
Here's How To Make Grilled Cheese Sandwiches Filled With Beer,1
"Guys, ""America's Next Top Model"" Is Returning To TV",1
This Guy Pranked His Girlfriend Every Time He Took Her Photo By Filming A Video Instead,1
21 Unexpected Things You Can Make In A Rice Cooker,1
"The New ""Spaceballs: The Schwartz Awakens"" Trailer Will Make You Feel Like A Kid Again",1
This Story Is For Anyone With Reservations About Bringing Syrian Refugees To Canada,1
17 Boozy Ice Cream Treats You Can Actually Make This Holiday Season,1
When You're In Love With Your Best Friend,1
You Will Actually Die From How Mind-Blowing The New Circle K Logo Is,1
17 Pictures That Are Way Too Real For Everyone Who Hates Going Out,1
Which Dog Breed Are You Based On Your Zodiac Sign,1
21 Things Every Minnesotan Has To Do At The Start Of Winter,1
Ask Sarah Jessica Parker Anything You've Ever Wanted To Know About Her,1
Can We Guess Your Age Based On Which Colors Your Choose,1
Channing Tatum Is The Most Emo Guy At The Golden Globe Awards,1
31 Tweets About Exercise That Will Make You Laugh Out Loud,1
What's The Strangest Way You've Seen A Dress Code Enforced,1
This Is The Difference Between People With Social Anxiety And Without,1
We Had People Try The Smelliest Fruit In Front Of A Live Audience,1
"See How Well You Know These ""Arrested Development"" Characters",1
Today's Dose Of WTF: Four Topless Women Did Bollywood Dancing At Times Square Wearing Only Body Paint,1
19 Pictures That Sum Up How Absolutely Ridiculous It Is Finding A Job,1
"Which ""Harry Potter"" Sweet Should You Eat This Halloween",1
"The ""20 Minutes In, He Gives You That Look"" Puzzle",1
"Which Little Mix ""Get Weird"" Song Are You",1
Jennifer Lawrence Hates New Year's Eve For The Same Reason We All Do,1
This Is Why Mainland Europe Is Better At Christmas Than Everyone Else,1
People Try Activated Charcoal Drinks,1
This Is What Disney Villains Would Look Like In Real Life,1
Which Motivational Shia LaBeouf GIF Do You Need To See Today,1
People Are Mourning David Bowie On Twitter And It's Both Moving And Heartbreaking,1
19 Coming Home Outfits You Need For Your Newborn,1
Stop What You're Doing And Worship These Matt Bomer Pictures,1
We Know Your Favorite Pop Star Based On Your Favorite Disney Movie,1
13 Dad Jokes Guaranteed To Slay This Halloween,1
24 Underrated British Musicians You Need To Discover,1
26 Misconceptions All Bi People Want To Set Straight,1
How Many Of These CW Shows Have You Seen,1
The Hardest Alcohol Quiz You Will Ever Take,1
"Dear Britney Spears, Please Add ""Overprotected"" To Your Vegas Show",1
How Much Of A Miserable Bastard Are You Actually,1
Paris Hilton's Phone Case Is The Greatest Phone Case To Ever Protect A Phone,1
19 Hilarious Tweets About Kids That Will Make You Laugh Out Loud,1
Can You Identify These TV Shows Based On Their IMDb Descriptions,1
18 Ads From 1915 That Prove We've Come A Long Way In 100 Years,1
"The Sexual Tension Is Real In The New ""Batman V Superman"" Teaser",1
What '00s Hit Best Describes Your Love Life,1
19 Things Every College Kid Is Thankful For This Thanksgiving Break,1
"Which Character From ""Red Oaks"" Are You",1
If Beauty Product Ads Were Actually Honest,1
What's The Best College Drunk Food Spot In America,1
42 Photos Of What It Looked Like Inside Kanye West's Fashion Show,1
These Dads Working Out With Their Babies Prove That Fitness Is Forever,1
8 Photos Of Dogs Before And After Being Rescued,1
"22 Hilarious Pictures Only ""The Walking Dead"" Fans Will Understand",1
27 Moms Who Are Trolls At Heart,1
"The First Trailer For ""I Am Cait"" Season 2 Is Here",1
Drunk People Drunk Dial Their Loved Ones,1
What Do You Think Is The Meaning Of Life,1
23 Mums Who Took Snapchat A Little Too Far,1
Watch Google's CEO Dissing The Hell Outta Real Madrid Like A True Barca Fan,1
Which Banned Book Influenced You The Most,1
This Clydesdale Horse Already Has The Best Photobomb Of 2016,1
Chicago Vs. New York: The Ultimate Showdown,1
21 Things You've Never Noticed At Disneyland,1
Jimmy Kimmel Asked People If They Were Ready For A 5.5 Equinox AKA Fall,1
16 Reasons Kids With Protective Parents Are The Best Friends To Have,1
Meet The 4-Year-Old Twins Who Are Taking The Modeling World By Storm,1
These Could Be The Last Days Of The Messiest Party On Earth,1
Meet The Male Model Who Is Working To Help People Learn To Love Their Skin,1
23 Pictures People Who Haven't Worked Retail Will Never Understand,1
What's Your Actual Name Based On Your Birth Month,1
"This Is What ""Home Alone"" Would Be Like If It Were Set In 2015",1
"Which ""Friends"" Character Are You Based On Your Birth Month",1
15 Things Your Dentist Actually Wants You To Know,1
What Is Your Best Advice For Dating Someone With Depression,1
21 Things You'll Understand If You're Slightly Obsessed With Your Eyebrows,1
22 Faces That Perfectly Capture The Struggle Of Trying To Act Sober,1
Penelope Cruz And Javier Bardem Were The Ultimate Fangirls On Stage With U2,1
8 New Types Of Goth That Are Better Than Health Goth,1
36 Happy Dogs For The Sad People Out There,1
15 Things People Who Grew Up With Young Parents Will Understand,1
22 Christmas Photos That Are Too Real For Mexicans,1
John Stamos Blessed The World With A Photo Of His Bare Ass For Paper Magazine,1
How Well Do You Actually See Autumn Colors,1
The Only Plans You Should Be Making This Valentine's Day,1
31 Things That All Breakfast Lovers Will Definitely Understand,1
Is This A Jessica Or Ashlee Simpson Lyric,1
17 Dramatic Transformations That Prove The Power Of The Weave,1
Here's A Preview Of The New MAC Makeup Designed By A Bunch Of Badass Women,1
27 Absurdly Cute Gifts That No One Could Resist,1
16 Photos From The Delhi Queer Pride Parade That Will Restore Your Faith In Humanity,1
27 Pictures That Will Mildly Irritate Anyone Who Loves Stationery,1
Here Are All The Cat Breeds You Never Knew Existed,1
18 Things Only People Who Love Workout Classes Will Know,1
What's The Best Thing To Buy At Trader Joe's,1
6 Women + 1 Spooky Lip Color,1
Which Early '00s Pop Diva Are You Based On Your Zodiac,1
17 Entirely Unnecessary Beauty Products That Actually Exist,1
Celebs Ate Just As Much As You On Thanksgiving,1
Can We All Appreciate How Hot AF Harry Judd Looks In This New Perfume Ad,1
17 People On The Difficulties Of Being Biracial,1
"Which ""The Maze Runner"" Character Are You",1
Watch How Weather People Made Fools Of Themselves In 2015,1
17 Insanely Brilliant Ways To Hide Alcohol In Your Outfit,1
A Surprise Snowstorm Turned This Couple's Wedding Into A Winter Wonderland,1
Zayn Malik Has Bleached His Hair Again And Grown A Big Beard,1
37 Songs You Need In Your Life This February,1
What Makes Carly Rae Jepsen A Pop Star,1
21 Things That Happen When You Decide To Grow Out Your Short Hair,1
This Stunning New Clothing Line Bridges Fashion And Feminism,1
17 Things You Might Get If You're A PoC Fan Of Marvel,1
18 Times The Internet Told The Truth About Grandmas,1
Which Hogwarts Houses Do The Avengers Belong In,1
A Guy Surprised His Girlfriend With Corgis And It's The Best Thing Ever,1
Time To Settle It Once And For All: What's The Best Chocolate Candy You Could Get On Halloween,1
How Reliable Is Your Memory? | Street Tested,1
Which Kardashian/Jenner Are You Based On Your Birth Month,1
Here's Why You've Been Eating French Toast Wrong Your Entire Life,1
42 Movies You Will Be Talking About This Awards Season,1
"This Is The Real, Heartbreaking Story Behind That Viral Dog Bathing Video",1
17 Reactions Everyone Will Recognize During Engagement Season,1
"Can You Identify Which Language These ""Hellos"" Are In",1
18 Fabulous Reasons Regina George Is Perfect The Role Model,1
This Dachshund Is Determined To Sleep With His Teddy Bear,1
19 Muslim Tweets That Will Make You Laugh Every Time,1
This Hijab Barbie Instagram Account Is Beyond Inspiring,1
"27 Times The ""Hamilton"" Fandom Had Jokes",1
17 Overtly Sexual Toys That Someone Thought Was A Good Idea To Sell To Children,1
Here's A Mouthwatering Step-By-Step Guide To Making The Most Insanely Delicious Fried Chicken,1
Definitive Proof Taylor Swift Lyrics Go Perfectly With Horror Movies,1
